MPC,a,sigma_a,e,sigma_e,i,sigma_i,aop,sigma_aop,lan,sigma_lan,T_p,sigma_T,q,sigma_q,d,sigma_d,delta,sigma_delta,m_r,sigma_m_r,NUNIQUE,NDETECT,CHI2,x,y,z,vx,vy,vz,Sigma_x_x,Sigma_x_y,Sigma_x_z,Sigma_x_vx,Sigma_x_vy,Sigma_x_vz,Sigma_y_y,Sigma_y_z,Sigma_y_vx,Sigma_y_vy,Sigma_y_vz,Sigma_z_z,Sigma_z_vx,Sigma_z_vy,Sigma_z_vz,Sigma_vx_vx,Sigma_vx_vy,Sigma_vx_vz,Sigma_vy_vy,Sigma_vy_vz,Sigma_vz_vz,Class,Notes,H_g,sig_g,H_r,sig_r,H_i,sig_i,H_z,sig_z,g-r,r-i,r-z
b'2015 SO20',164.76322349,0.04013794,0.79867431,5.649e-05,23.4104818,8.28e-05,354.78720059,0.03129202,33.63424309,5.156e-05,57992.08967024,4.47378221,33.171069181237215,0.017384617984795497,32.92359269,0.00070377,33.2102152,0.00059931,21.92655753,0.01828197,12,17,24.76026,30.033822713,13.7092985498,3.5976409298,-0.5775364682,0.8850428163,1.0118389621,4.248362346595406e-07,1.7069241540634886e-07,2.8891343943597705e-08,2.1567242285057013e-07,8.61633812672254e-08,1.3998495057245603e-08,6.860454087552041e-08,1.1615104011670579e-08,8.656431803356586e-08,3.4596631341121556e-08,5.623768141594967e-09,1.989326184742541e-09,1.4550325819930565e-08,5.818631671986486e-09,9.59126505724913e-10,1.1108695286560596e-07,4.430668516145488e-08,7.1216449044782336e-09,1.7679949413809946e-08,2.844603529806818e-09,4.660244235534689e-10,b'Scattering',b'',7.378583207569806,0.043907990310659055,6.692434753425035,0.03340790820843893,6.363608747825184,0.034915946687510545,6.251527337648701,0.05763637769252289,0.6861484541447723,0.3288260055998494,0.44090741577633347
b'2015 SZ49',45.45535384,0.00154473,0.16669256,3.636e-05,27.52741395,6.36e-05,264.36464809,0.03136726,141.17412521,0.00030678,61865.8696453,6.73667026,37.878284575882184,0.0027726597832266457,37.98623735,0.00026661,38.21870204,0.00019892,23.55896123,0.05112871,15,22,53.0606,32.1424021701,18.4666422838,-9.3015209082,-0.5457245671,0.9306827994,0.1870490245,5.0118005931883544e-08,2.871532488783249e-08,-1.5134093584996494e-08,-5.8393669137857405e-09,-2.038551637933908e-09,1.7809605121046517e-09,1.64816885821532e-08,-8.674922628609353e-09,-3.3374169244288435e-09,-1.1750413204221682e-09,1.0195300600146535e-09,4.59395515804855e-09,1.767115165940659e-09,6.196883883961683e-10,-5.491705006936547e-10,5.525461646029776e-09,3.410511545114873e-09,-1.6688342111420658e-09,2.171628475496638e-09,-1.0308812332084365e-09,5.125434063854607e-10,b'Classical',b'',8.468352998233376,0.08970709951585543,7.687437681587165,0.05976801696291851,7.476111923377884,0.07953907940027038,7.155266204880347,0.09433138858165514,0.7809153166462118,0.21132575820928176,0.5321714767068212
b'2015 TJ363',46.13211296,0.00150081,0.18073178,5.233e-05,14.33621169,3.293e-05,354.16269772,0.00888591,97.38594471,0.00039972,72626.08116618,1.31674845,37.79457407792381,0.003420453597238017,41.27836391,0.00021319,41.54353557,0.0001699,22.99095272,0.02850413,24,31,36.03896,36.1908824454,20.3158333184,-1.8309266091,-0.5649968091,0.7291344847,0.4419454792,3.466929527703644e-08,1.922435628935825e-08,-2.0071928705737847e-09,-1.6591895622835523e-10,1.0845819311639109e-09,4.3850640604420647e-10,1.0676062419777376e-08,-1.1102211740532637e-09,3.916689814731761e-11,6.73604282305181e-10,2.354185894448236e-10,1.2338605575330388e-10,5.757434887275926e-11,-3.6459971128891586e-11,-2.8202183020773837e-11,2.135128987935859e-09,1.1656858749922709e-09,-1.2826094650235815e-10,6.806315411231604e-10,-5.558293007327173e-11,1.6350634159013784e-11,b'Classical',b'',7.437232889291634,0.07638528213208419,6.748541945870572,0.05085006993736295,6.4187818729251145,0.05823983944812809,6.316846098726524,0.09420743629221523,0.6886909434210645,0.3297600729454564,0.4316958471440449
b'2015 TK363',40.88648062,0.0011737,0.06648983,4.092e-05,14.78819022,3.913e-05,174.3078026,0.01598645,142.99516933,0.00031976,40683.74805475,3.39036094,38.16794533746678,0.0025241254680423517,39.53589651,0.0002423,39.8029935,0.00019281,23.13455858,0.03263668,20,28,41.60536,34.6354586871,19.5549974231,-1.5051141996,-0.4182426413,0.8851641508,0.2470109317,4.465201411006734e-08,2.4943886746217906e-08,-2.301298484533005e-09,1.7756254872305697e-09,2.56523788094219e-09,2.1630359770429285e-10,1.3945851665365998e-08,-1.284768572860827e-09,1.0619408519880132e-09,1.473126127195613e-09,1.1752494738451138e-10,1.2392837545417215e-10,-7.787470373667107e-11,-1.2432544472213238e-10,-1.2139822884778373e-11,1.0987067293714756e-09,6.949662018470144e-10,-4.02241656900354e-11,4.926792127401083e-10,-1.5789270183764183e-11,5.846255297929745e-12,b'Classical',b'',7.979565806594794,0.08200865471111322,6.985292683793224,0.06777020628909329,6.594937189078374,0.06119039864814167,6.569951024954021,0.09594010821644107,0.9942731228015667,0.39035549471485287,0.4153416588392066
b'2015 TL361',43.64234273,0.00161191,0.16406892,2.027e-05,10.62628549,5.257e-05,319.25796394,0.02208012,72.85921765,0.00037531,60110.63338224,4.54056262,36.48199068014844,0.0021861560046661723,36.45194587,0.00026401,36.61656734,0.00023169,23.24347195,0.04539037,15,20,27.93745,34.136253363,13.2457202294,-0.2002633903,-0.3870354218,0.9062061414,0.5313670907,6.035430372983869e-08,2.3743338527719104e-08,-3.7721282790259875e-10,7.280324487591797e-09,4.918238748160369e-09,1.0010868307665818e-09,9.365273385455937e-09,-1.4181507677683546e-10,3.022924257238713e-09,1.9998393202272255e-09,3.9526994555133194e-10,1.562625382841757e-11,3.3014799038436785e-11,2.3072242845494637e-12,-7.273461390508505e-12,2.7596656446095904e-09,1.3839117612793889e-09,1.37238369639447e-10,7.363681001624174e-10,8.851765191791575e-11,1.9632846697739477e-11,b'Resonant 7:4',"b'7,4,-1,0,0,0'",8.554018466423214,0.10147921860991561,7.518001383009542,0.06488255483719042,7.199661733291071,0.07512364417344107,7.047487813960069,0.091686709237042,1.0360170834136722,0.3183396497184735,0.4705135690494721
b'2015 TP362',71.93803814,0.00281228,0.48439925,2.054e-05,37.93675881,4.83e-05,164.8216337,0.00277325,190.6565065,1.592e-05,52599.38716277,0.48555491,37.09130670105319,0.0029129242666422325,38.10355426,0.0001334,38.25645535,0.00011977,22.89165982,0.0276389,22,32,82.17947,36.1040570998,12.6022142616,1.1124892086,-0.2152900416,1.1704241435,-0.3175409664,1.5872552247594453e-08,5.510127247931858e-09,4.0969257594733015e-10,2.584336922860245e-10,6.843476080322643e-10,-1.215381020262377e-10,1.924058095037492e-09,1.4086406914636727e-10,1.4465667011417504e-10,2.5675046891546597e-10,-4.1136659230680526e-11,1.4643793352211003e-11,-4.209434675495143e-12,1.3746067720257843e-11,-3.9328900027321766e-12,4.3281700622414134e-10,1.650899721622126e-10,6.329364358357344e-12,8.595665483371845e-11,-2.2457984042355027e-12,2.1307164711796336e-12,b'Detached',b'',7.994490800946254,0.06785030471873923,6.986846003453431,0.045367383599203996,6.491007112878053,0.05692280092180463,6.238788392320069,0.052275363296916386,1.007644797492824,0.495838890575382,0.7480576111333618
b'2015 TP454',66.75005924,0.01979755,0.58480083,0.00016545,24.13917605,0.00012299,327.94465206,0.00318537,138.04181851,0.00046281,73145.97590269,2.03604398,27.71456911237396,0.019210243144683323,45.10231978,0.00057338,45.15295031,0.00049323,23.48318048,0.05741427,14,17,42.99205,41.7695996617,13.3633714829,-10.7475471075,-0.7559225565,0.7140515165,0.2782749467,2.7996544574659044e-07,9.06814307903543e-08,-7.4045800806632e-08,-1.6737854656692677e-08,-1.1518732216579365e-09,4.56859554933763e-09,2.9435042717564532e-08,-2.3987998214906786e-08,-5.199940170461209e-09,-3.1568730760461883e-10,1.4231664949288068e-09,1.9642715913985516e-08,4.442838666191712e-09,3.1220444458075237e-10,-1.2351639379200164e-09,2.0822416406300492e-08,7.290113243368523e-09,-5.494712971816004e-09,2.6485874322907234e-09,-1.922078449497273e-09,1.4626501049023768e-09,b'Scattering',b'',8.030025219317265,0.20823950591202378,6.79554935550467,0.11389095517491127,6.612370114284035,0.11214669895050498,6.46589709145284,0.13200784195207096,1.234475863812588,0.18317924122063947,0.32965226405183473
b'2015 TQ454',51.49368997,0.00904396,0.2677231,0.0003557,32.12844921,0.00028229,339.57639655,0.16022432,59.17014616,0.00060362,63768.05797199,31.40817899,37.707639815828145,0.02435189067833192,38.74150683,0.00080575,38.8062151,0.00064387,24.26056073,0.10184328,7,7,20.36697,34.4219834061,13.8911448891,-11.3174856882,-0.1843433561,0.7699050383,0.8018080363,5.06909222433596e-07,2.0541159311840585e-07,-1.7326568220392545e-07,1.415890604670841e-07,6.89857757084691e-08,-3.20115054275888e-08,8.333988229215704e-08,-7.022100536347451e-08,5.926743937371386e-08,2.871189566479179e-08,-1.3541082129944813e-08,5.931388145986468e-08,-4.8123006322240426e-08,-2.345684692287452e-08,1.0808020895398225e-08,4.4501688776093775e-07,1.9276819207739184e-07,-1.3223554621815541e-07,8.369031870823528e-08,-5.712081997550233e-08,3.9571251980091356e-08,b'Detached',b'',8.602990076079527,0.1216012478854171,8.145190239959552,0.10149966155363543,7.700107957217606,0.101281500155321,7.794245712085138,0.23008745283513235,0.45779983611997405,0.4450822827419448,0.3509445278744099
b'2015 TS363',55.35152976,0.00623078,0.44182747,5.691e-05,14.60133296,1.377e-05,227.21790463,0.00732176,125.77453635,0.00041309,52047.55693139,0.92136839,30.89570334170816,0.0065567543037743335,32.45740819,0.00047163,32.75149766,0.00036689,23.48014964,0.06188369,9,13,20.69206,27.9597762134,16.9845697141,-1.5607384249,-0.4077884148,1.1727871948,0.3975513609,1.6302138786035504e-07,9.780187070005958e-08,-1.0900095591266486e-08,-6.112853355126521e-09,3.944206812723637e-09,2.4226570317018383e-09,5.8733542800998203e-08,-6.530525197683185e-09,-3.4013906518449236e-09,2.5330939707682565e-09,1.4388783079351312e-09,7.485907948486603e-10,4.788402553844205e-10,-2.1860254388104057e-10,-1.6915401353235896e-10,2.1961040514887063e-09,1.1125206567756783e-09,-1.9986625303117443e-10,9.104039868927688e-10,-1.1444877216494368e-11,4.732075928332116e-11,b'Resonant 5:2',b'',9.00258602992857,0.10892882467727182,8.28699035139987,0.0825413634532102,8.05504478572337,0.11478862756986687,7.964305627598781,0.1172379362099383,0.7155956785286972,0.2319455656765008,0.32268472380108665
b'2015 TW361',69.27498393,0.00391997,0.46810978,2.641e-05,16.68587667,6.684e-05,331.66481506,0.00676334,42.20772909,0.00010323,56597.05854063,1.26529268,36.84668660830766,0.003913413254653276,36.71740871,0.00020626,36.87865938,0.00018382,22.88602297,0.0388356,16,24,56.71565,34.6278762686,12.6627008282,0.7756998169,-0.3294669548,0.9401748028,0.7620246706,3.767055518621128e-08,1.3553706263475168e-08,5.388492979952279e-10,-5.2023972570784485e-09,-4.696514126662397e-10,8.795522393777223e-10,4.888828067111821e-09,1.9865247835397998e-10,-1.7763166724387303e-09,-1.350258044864099e-10,3.1778368232434404e-10,1.5731506101001286e-11,-9.164975323105067e-12,1.6818024390803005e-11,1.2911259330907236e-11,2.0328271944264742e-09,5.384099217974572e-10,-1.0360026648468794e-10,1.792630092861164e-10,-4.514288467527244e-12,2.32969579013611e-11,b'Resonant 7:2',"b'7,2,-2,0,1,0'",7.881627253430617,0.06264869816675954,7.15100106485375,0.051501766882253386,6.894833526640307,0.056867867926765917,6.778577497620377,0.0743340071596826,0.7306261885768647,0.25616753821344057,0.3724235672333729
b'2015 TX363',40.30263066,0.00374369,0.02426564,0.00018738,16.96821057,0.00014556,128.09896332,0.29370152,147.03879007,0.00104271,27965.29473885,79.00521942,39.324661552015286,0.008836622301030349,40.38033647,0.00085342,40.71101447,0.00064976,24.16665609,0.08366287,9,11,6.98837,34.0010235436,22.3029772862,-1.9733983927,-0.4980475043,0.8174716038,0.2117491271,5.138715427681938e-07,3.3025016863147853e-07,-3.4977950318910824e-08,2.9405720438004796e-09,2.204509895599405e-08,2.8212740079079663e-09,2.1239865105519132e-07,-2.247016972179618e-08,3.4151257587881363e-09,1.5201947946716634e-08,1.7206592586618988e-09,2.4391010780940537e-09,2.673370930590932e-11,-1.343694893553735e-09,-2.1890279231166234e-10,2.993264424681243e-08,2.072920267929194e-08,-1.8096540614358672e-09,1.5180488576903977e-08,-1.1376895331345509e-09,1.5819451233031195e-10,b'Classical',b'',8.583285670593606,0.17215877722418893,7.9133114128988264,0.11005005725732847,7.720300619922801,0.13286452436008625,7.52963688151476,0.18844226297266306,0.6699742576947837,0.1930107929760222,0.38367453138406477
b'2015 UK84',49.55678412,0.00176967,0.23889805,3.972e-05,23.59199879,4.844e-05,188.50916283,0.00832787,156.31173911,0.00013717,48861.24809482,1.52902186,37.71776496614381,0.0032567008313165594,39.23507732,0.00017979,39.42984594,0.00014624,22.70455606,0.023766,21,35,53.85027,35.0324280914,17.3281978138,-5.2129927244,-0.3451070171,1.0396656106,0.086039234,2.5583548310238927e-08,1.2497822146136103e-08,-4.052766005284353e-09,1.6476917586660572e-09,1.7057955343805413e-09,-2.562851237726153e-10,6.112657852362559e-09,-1.9800957187495513e-09,8.586426474861021e-10,8.605830180531326e-10,-1.3361755288491356e-10,6.464363427685863e-10,-2.603389249911616e-10,-2.697633644453324e-10,3.9073743672279304e-11,1.5166592527115055e-09,8.695760292873461e-10,-2.3996991366538423e-10,5.250855044791986e-10,-1.3757456708906006e-10,3.972139488468873e-11,b'Classical',b'',7.379615287316936,0.06227871000966587,6.642305165606841,0.05014243734102294,6.476387025229895,0.058294522799992594,6.180359409107263,0.054701003449415704,0.7373101217100987,0.1659181403769411,0.46194575649957753
b'2015 UN105',185.27378652,0.47731635,0.77650019,0.00056404,37.02407055,0.00012386,231.43160056,0.02619542,129.34984088,0.00054755,53129.7494988,4.91951188,41.40865686664495,0.21114864819078175,42.49569516,0.00412905,42.60082515,0.00276463,23.74346594,0.08354825,7,9,19.9122,33.3467145628,19.2119267788,-18.2682457009,-0.3657374108,1.2194095866,0.1474613115,1.0358682471396345e-05,5.89202857512375e-06,-5.883108231863681e-06,2.0966861548856342e-07,5.469015211056859e-07,-1.309021407847287e-07,3.3515253772541887e-06,-3.3463409633811594e-06,1.206816651774121e-07,3.119135645345706e-07,-7.525681108814632e-08,3.3413410015473913e-06,-1.1914377059373179e-07,-3.106381676164693e-07,7.434246574525756e-08,4.8859701406368744e-08,3.845407215987607e-08,-2.8007659605256745e-08,4.574110908905335e-08,-2.2490030253960874e-08,1.6124633818640035e-08,b'Detached',b'',8.43852222785985,0.18467485638503112,7.5894887959009605,0.15454882459052635,7.544167059458269,0.20912353331534544,7.230268627259802,0.3228145721912311,0.8490334319588939,0.045321736442693696,0.3592201686411593
b'2015 UO105',51.35100307,0.00578835,0.29079025,0.00010268,52.13688902,0.00015518,195.76004623,0.02806794,154.38382168,0.00022661,51165.98969598,5.01366755,36.418632256000365,0.009048202902024481,37.64396802,0.00068343,37.63191752,0.00048194,24.01395135,0.07321682,11,13,40.77176,30.5110091665,12.3212185759,-18.2599865412,-0.4332854522,1.020721088,-0.3185356826,3.037906566501766e-07,1.1897771321496418e-07,-1.88550721825781e-07,-2.5476360219257683e-08,-1.3568752008772014e-09,1.1500292632088476e-08,4.6646534256317e-08,-7.385614688334773e-08,-1.0149437359477483e-08,-6.351807195438154e-10,4.623539438919305e-09,1.1708326785540545e-07,1.5910601266691177e-08,8.947138373694156e-10,-7.227000251006318e-09,1.42741482713323e-08,6.079785032645517e-09,-9.115074206574004e-09,2.9539263002388972e-09,-4.061313822592662e-09,5.926855393144917e-09,b'Detached',b'',8.58248211922247,0.11492813088042826,8.176413380502533,0.09329165423720522,8.25974460308379,0.15086872438363375,7.906036046403154,0.17004793126486756,0.4060687387199441,-0.0833312225812651,0.27037733409937337
b'2015 VB208',91.43790718,0.03238825,0.62422481,0.00014182,35.65483636,5.209e-05,250.97165453,0.01058788,89.37496881,0.00027538,51452.7305179,1.3482143,34.360096744987416,0.025082137392401994,36.81465318,0.00067403,36.96520208,0.00045334,23.90098114,0.08686575,9,11,30.34908,28.9507620823,17.4155604292,-14.999259792,-0.037640453,1.1827294342,0.5533379373,2.7882978717384143e-07,1.6338900222391503e-07,-1.4957894106129352e-07,7.087618574531044e-09,1.6916250226275006e-08,1.543441500704276e-09,9.58073505367758e-08,-8.765904531491425e-08,4.492201032764036e-09,1.0130147784332355e-08,7.421769565368466e-10,8.029380540189958e-08,-3.7027914495673633e-09,-9.00282678670668e-09,-8.921884673295198e-10,9.636814683791068e-09,6.932445079579386e-09,-4.587695671078438e-09,5.515897494957627e-09,-3.0920693047917223e-09,2.2886480671912514e-09,b'Detached',b'',8.834060872664933,0.1275437877062674,8.174246961530828,0.10301808681869482,7.9263460772124485,0.1199997550284162,8.079889426368274,0.37042842799119924,0.6598139111341098,0.24790088431837998,0.09435753516255316
b'2015 VJ181',42.52619887,0.00113514,0.17953876,2.493e-05,37.39063106,3.104e-05,313.052502,0.01520772,80.21916483,0.00010581,61226.10007976,2.87666819,34.89109766108549,0.001941551316950147,35.05868692,0.00018316,35.20870513,0.00012356,22.61794233,0.02411705,16,26,74.70737,27.6916353428,16.3635619784,-14.3199192747,-0.2218458896,0.8708990273,0.7129085921,2.0650490007751136e-08,1.196388067763298e-08,-1.1141253699486607e-08,-2.7522375946221895e-09,-1.1285261148737255e-09,1.8245240728088307e-09,6.937713617909419e-09,-6.4561362557900455e-09,-1.5910947985808828e-09,-6.541057321340161e-10,1.0559705275729999e-09,6.0171862801415814e-09,1.487768143357034e-09,6.113383478049082e-10,-9.882435978786885e-10,1.5290577649484195e-09,9.18216270019907e-10,-8.009247056591672e-10,5.714364884630899e-10,-4.68712270632868e-10,4.3108295630805483e-10,b'Classical',b'',7.6941072813643405,0.04913625410656631,7.0847532051964865,0.034096543356562564,6.869873581516769,0.03997998903987579,6.691369312121273,0.06856438407861233,0.6093540761678552,0.21487962367971675,0.3933838930752126
b'2015 VQ207',147.93237324,0.03326951,0.78786283,4.656e-05,28.52993933,5.455e-05,240.30418966,0.00932805,117.53011946,0.00028103,56611.52555955,1.22573481,31.381954715235498,0.01394177515215337,31.55310215,0.0002695,31.45339041,0.00022152,23.90562501,0.08948661,9,12,27.4664,28.2923309781,5.8222588761,-12.4483363371,-0.1003643875,1.4672759965,0.2887319594,5.819079705621196e-08,1.1811433619642259e-08,-2.655987304320802e-08,-1.7305889128028856e-09,2.366687302787815e-09,1.2601766095118138e-09,2.4798834330573436e-09,-5.383497359727907e-09,3.5766566901978525e-10,6.384991792171922e-10,-6.329263563783284e-11,1.2156282717184597e-08,9.132800996693208e-10,-1.0505599493592369e-09,-6.426881358229831e-10,9.139546111295153e-09,2.0807660040927805e-09,-4.133687649181497e-09,6.181222023454526e-10,-9.19397242971186e-10,1.888309300024252e-09,b'Scattering',b'',9.546479488422912,0.10256805963789872,8.918648754067673,0.10243753757865162,8.641255130711327,0.09597146856720233,8.414464739373928,0.13088323667972912,0.6278307343552393,0.2773936233563459,0.5041840146937482
b'2015 VR207',79.34394335,0.01767225,0.53808554,0.00012276,26.63031286,0.00020572,156.68833165,0.01752128,196.61620225,0.00014033,50050.14299343,2.53496756,36.65011510505211,0.017640298979091692,39.27076496,0.00083023,39.64265241,0.00065019,23.91321238,0.09902362,9,13,39.84875,34.0565541912,19.9629147472,3.6294684678,-0.3498592349,1.16853976,-0.0906388546,5.140225097368616e-07,2.963251011748823e-07,5.19088522069076e-08,-5.444562671769928e-08,-1.4480626761224133e-08,-6.044019322375646e-09,1.7091537242830352e-07,2.9926891289379736e-08,-3.0874885422163415e-08,-8.02776373980535e-09,-3.434877168347562e-09,5.2955123014695335e-09,-5.518320759268981e-09,-1.4767531350731388e-09,-6.299456795840943e-10,1.9371096905115286e-08,1.0632002441022596e-08,1.9784328651980986e-09,6.5191922850013655e-09,1.0664654282511014e-09,2.2186704714737387e-10,b'Detached',b'',8.460667726877466,0.17027853922692518,7.964652512537294,0.14258976285843591,7.496107523036331,0.14699806347815791,7.267093214035315,0.17536066984559234,0.49601521434017587,0.46854498950096335,0.6975592985019796
