MPC,a,sigma_a,e,sigma_e,i,sigma_i,aop,sigma_aop,lan,sigma_lan,T_p,sigma_T,q,sigma_q,d,sigma_d,delta,sigma_delta,m_r,sigma_m_r,NUNIQUE,NDETECT,CHI2,x,y,z,vx,vy,vz,Sigma_x_x,Sigma_x_y,Sigma_x_z,Sigma_x_vx,Sigma_x_vy,Sigma_x_vz,Sigma_y_y,Sigma_y_z,Sigma_y_vx,Sigma_y_vy,Sigma_y_vz,Sigma_z_z,Sigma_z_vx,Sigma_z_vy,Sigma_z_vz,Sigma_vx_vx,Sigma_vx_vy,Sigma_vx_vz,Sigma_vy_vy,Sigma_vy_vz,Sigma_vz_vz,Class,Notes,H_g,sig_g,H_r,sig_r,H_i,sig_i,H_z,sig_z,g-r,r-i,r-z
b'2014 YU72',46.52269805,0.00181947,0.14606751,8.891e-05,30.17854911,8.442e-05,181.03261756,0.01710566,130.36404012,0.00037898,41317.21605834,2.77520586,39.72724340924919,0.005432750024622497,42.77622253,0.00026676,42.81842672,0.00020629,23.44281525,0.04589883,11,19,46.62116,37.2017971455,15.2795290401,-14.6962562753,-0.2042889268,0.9682428471,0.1322036643,5.3500077176661556e-08,2.1813146741334536e-08,-2.1657864314067294e-08,-4.235799180764996e-09,-4.43029044835509e-10,1.7159951532970768e-09,8.920556760973326e-09,-8.833991365220437e-09,-1.6217957248287455e-09,-1.4210238183248098e-10,6.585596136251024e-10,8.79242915219528e-09,1.7069633253434533e-09,1.7705432998371755e-10,-7.008929006893551e-10,6.007801974951531e-09,2.6099220321674466e-09,-2.417316316688735e-09,1.1872954787576746e-09,-1.051982109573266e-09,9.87081813601071e-10,b'Classical',b'',8.00461836143783,0.12415645483601823,7.3634916418409535,0.14446454913316595,7.200133760663961,0.16620607510224555,6.8912699352285625,0.1871111008853029,0.6411267195968758,0.16335788117699304,0.4722217066123918
b'2014 YW91',40.81979244,0.00230307,0.15628113,0.00012257,24.00878263,0.00016251,301.42258016,0.01140948,165.93790716,0.00035701,74212.8940842,1.81747137,34.44042931361834,0.006670662739108839,38.6296811,0.00031548,38.864164,0.00025521,23.49184364,0.05627736,14,19,47.94697,34.2678468243,18.0194676096,-3.3818197216,-0.6064786691,0.8332380593,0.0612961267,7.806073640949232e-08,4.008597409315928e-08,-8.384987007252936e-09,-8.770449044228184e-09,-1.933831739834664e-09,9.699415724854499e-10,2.0647013018168788e-08,-4.3070611491078565e-09,-3.972414333246276e-09,-7.166154864274086e-10,4.4170316644241514e-10,9.294913364209102e-10,9.49194835614567e-10,2.1221444332012616e-10,-1.1707750363396793e-10,1.1708370659706413e-08,6.0893513490215656e-09,-1.2587720998324755e-09,3.2815853045739202e-09,-6.544681592000749e-10,1.4973297718926625e-10,b'Classical',b'',8.18950999499121,0.10684554348778927,7.621754507234227,0.08991593026454668,7.424667402282333,0.10876399480336119,7.180871514199337,0.13668921911184015,0.5677554877569811,0.19708710495189039,0.4408829930348914
b'2014 YX91',53.47720388,0.01128539,0.35103627,0.0001453,62.86458272,0.00011228,252.45666847,0.02127509,119.63268478,0.00034525,50387.08919864,3.31100296,34.70476594261552,0.014860672912369083,36.24875122,0.00100235,36.70527537,0.00071476,24.43590915,0.09812874,7,10,24.3066,7.3710824612,29.4464929663,-20.6360954453,-0.665355051,0.8083336537,0.5644608521,4.4825486053167486e-08,1.6747648175327898e-07,-1.2205973090312148e-07,-2.2378940325790255e-09,8.783721040796635e-09,8.821493425826042e-10,6.274470332756039e-07,-4.569448455046153e-07,-7.652835977416523e-09,3.591446875885781e-08,1.155916480536925e-09,3.330124345163893e-07,5.922772007154234e-09,-2.483010062823916e-08,-1.7691452631696997e-09,1.0531808135308872e-09,3.057099130798072e-09,-2.5230524163973537e-09,1.5264190064417945e-08,-9.393656579298195e-09,6.825742650332458e-09,b'Detached',b'',9.069860516894058,0.14808511082888506,8.770577400483942,0.13719718697787514,8.650135250728374,0.18212186081194462,8.72258245400056,1.0601893429228562,0.29928311641011784,0.12044214975556768,0.0479949464833797
b'2014 YZ91',48.00238324,0.00259441,0.27301233,6.38e-05,30.00482049,3.703e-05,205.54927707,0.01370378,116.32051702,0.00031618,47733.2610483,1.98265141,34.89714083146317,0.004633188902541152,37.71577558,0.00034723,37.72269428,0.00026736,23.84202465,0.056242,17,24,47.81999,32.6189969299,12.0257226197,-14.6418816475,-0.0827084464,1.1035460897,0.218316006,9.015602406589328e-08,3.1570833904214654e-08,-4.192680318456519e-08,-1.0832314812796494e-08,-1.1355482566992697e-09,5.4290324790338656e-09,1.1084355249579294e-08,-1.4686084286731656e-08,-3.76252533201334e-09,-3.9649255965278807e-10,1.889066599528938e-09,1.9528953426338824e-08,5.032179888851175e-09,5.27487009848877e-10,-2.535648215082949e-09,4.923413039364177e-09,1.718644945792902e-09,-2.280566377149878e-09,7.161024284689538e-10,-7.81306677555645e-10,1.070036304324238e-09,b'Detached',b'',8.6239068165348,0.08987189586262787,8.049384685883355,0.06292093030156638,7.700501775038342,0.07906922182134095,8.010486676442456,0.2693818995364872,0.5745221306514439,0.34888291084501216,0.03889800944090023
b'2015 AN304',131.28134633,0.12794738,0.70063142,0.00032238,32.01413245,0.00025809,210.29772397,0.03712313,143.11891135,0.00070447,52366.77451174,6.38337166,39.30151086945287,0.08059852151203212,40.88208307,0.0009803,40.94496211,0.00076063,24.04729871,0.07220854,9,9,31.58682,35.6422886821,15.5411410626,-12.8292678635,-0.2694819972,1.2476584823,0.0223425684,7.246647861038765e-07,3.133489847175704e-07,-2.702768005867447e-07,1.9048037412141863e-07,1.1303267530432919e-07,-7.369739329599518e-08,1.356095877732047e-07,-1.1688355122942646e-07,8.411551761432643e-08,4.963929010335168e-08,-3.251758469563003e-08,1.0087366067876237e-07,-7.123925264824919e-08,-4.224318644884752e-08,2.7539210971011836e-08,1.1832260509108249e-07,6.025283031966418e-08,-4.481331144155974e-08,3.138625490414836e-08,-2.289187404517933e-08,1.7062906557867773e-08,b'Detached',b'',8.508098111383726,0.1656006747210892,7.914036830959345,0.09284003889615025,7.759313892595694,0.178287566376275,7.2231293707902875,0.18675176936666726,0.5940612804243841,0.1547229383636543,0.6909074601690557
b'2015 AS293',51.56684573,0.00410662,0.36122779,8.102e-05,34.4325689,1.36e-05,192.66860402,0.002468,88.39367201,0.0001643,40274.29825183,1.19609848,32.93946795555517,0.006748952486530687,43.49770148,0.00022113,43.46519623,0.00015859,22.71502427,0.02718479,17,22,31.7704,35.6787877966,14.0832638821,-20.4428242363,0.1979189911,0.9636161247,0.2908918407,3.28883049010494e-08,1.2543336564973828e-08,-1.9219982956175912e-08,2.383810338685114e-09,1.930035640808249e-09,-1.057901632357822e-09,4.795502164326202e-09,-7.33017371672834e-09,1.0454245378399997e-09,7.923195555687948e-10,-4.803139275577622e-10,1.1239572872138795e-08,-1.3588322809250518e-09,-1.113068871275277e-09,5.969541450794397e-10,3.6426550332383876e-09,1.6138944237208562e-09,-2.0407898632450284e-09,7.418738354095757e-10,-8.969206248487747e-10,1.1485109897533547e-09,b'Resonant 9:4',"b'9,4,-3,0,1,0'",6.95023129499142,0.06240408899110183,6.282230355171238,0.03629209558119059,6.175039407579854,0.04080967569997587,6.037480402296731,0.06048047870783265,0.668000939820182,0.10719094759138516,0.24474995287450751
b'2015 BP519',448.50388867,0.21684682,0.92140562,3.937e-05,54.11066262,3.47e-06,348.05735657,0.00076066,135.21334352,5.931e-05,73015.59724147,0.24228333,35.24988557718501,0.03469870786747949,53.95973759,0.00012017,54.33548776,7.752e-05,21.75695262,0.00782076,25,34,52.63191,19.9911374116,40.3667717838,-30.3845913346,-0.9486234735,0.068607858,0.6799263107,2.0379685977716227e-09,3.971727722827953e-09,-3.0798968249423744e-09,-2.2008274707830644e-10,-2.342017543766277e-10,2.4619796012049473e-10,7.747898375042403e-09,-6.006533074704144e-09,-4.1510235065394533e-10,-4.280972340098439e-10,4.584409702342571e-10,4.658550478694577e-09,3.2659638032812915e-10,3.418071405239828e-10,-3.633223471151407e-10,1.2545357552721602e-10,2.4175794875838775e-10,-1.8874025225440695e-10,4.911947003546708e-10,-3.755370329312351e-10,2.903472098648673e-10,b'Scattering',b'',5.166180746718647,0.021833399575747616,4.321598238121643,0.012759522990476899,4.0513804360641945,0.016146770565813144,3.8902023692353094,0.026302812008736992,0.8445825085970086,0.2702178020574466,0.43139586888633086
b'2015 PD312',55.42918488,0.00283574,0.37481249,2.957e-05,23.06024154,4.794e-05,225.96872806,0.0077999,154.84730954,0.00019428,55334.06885734,1.3515185,34.653634193097325,0.0033952903576227825,34.52460962,0.00024169,34.84777441,0.0001786,23.26451484,0.04467626,14,18,37.03485,28.4178186666,19.7714521384,-3.9855543604,-0.634310298,1.0631918421,0.1511020607,3.893644226912583e-08,2.6895398448289045e-08,-5.887959250997844e-09,-8.735526200073419e-10,1.2107026866824246e-09,1.4702981180427648e-10,1.8615692302154553e-08,-4.068017727221151e-09,-4.2479589894191875e-10,9.683460348532905e-10,7.47393046602126e-11,9.011979107704079e-10,1.3308748063042347e-10,-1.823312955366307e-10,-2.365194958615813e-11,1.4470335531554684e-09,1.036859043889553e-09,-2.1777289341792468e-10,8.361756655603991e-10,-1.556763581283639e-10,3.638136975193489e-11,b'Resonant 5:2',b'',8.363267504835333,0.06649917527206646,7.823369303432299,0.049875142800641904,7.626698593517867,0.08333529956391365,7.31439673047071,0.11803672269307479,0.5398982014030311,0.1966707099144346,0.5089725729615919
b'2015 PF312',45.26450153,0.00083454,0.09078439,1.316e-05,17.99394478,2.986e-05,260.20798278,0.02134506,160.63448155,0.00016026,63041.53212312,5.39811307,41.155191342049385,0.0012296302569703118,40.9617136,0.00017567,41.40535168,0.00012591,22.39135346,0.02000904,23,26,52.98333,31.6629882825,26.6791281957,-0.287122694,-0.6716156522,0.7492775126,0.1536771649,1.7922806772984916e-08,1.522157676372784e-08,-2.9068397813454194e-10,8.44143393813345e-10,1.448823546047781e-09,5.45636524271308e-11,1.2937466713370495e-08,-2.4643397475367484e-10,7.638136441595255e-10,1.2708673206678268e-09,4.5715007021685165e-11,8.001080409102942e-12,-8.99573949064963e-12,-1.933800636576596e-11,-1.664092001685558e-12,5.183285164027587e-10,4.912884441896097e-10,-3.904747317208499e-12,4.928322353994091e-10,-1.3177874996260774e-12,1.2440755881109421e-12,b'Classical',b'',6.709716567557523,0.033282062407833136,6.1917230110833845,0.026476415321580325,6.025925079501549,0.0305035033204924,6.012645180716211,0.06899404897019104,0.517993556474139,0.16579793158183379,0.1790778303671727
b'2015 PL312',41.87966871,0.00264902,0.13466791,0.00010801,26.12294238,0.00022544,4.6542485,0.05108333,71.75259644,0.00034916,66050.55795784,9.85142381,36.239821399132765,0.0064371481233501575,36.82167165,0.00046507,37.32064871,0.00033249,24.0520914,0.08315464,9,10,16.14828,28.236236051,24.4038062006,-0.0060675979,-0.6084721572,0.5720221759,0.6906900868,1.2373943557514017e-07,1.0713402080294781e-07,-1.1817428007829932e-09,-1.849867119402952e-08,-1.2836187924765368e-08,2.3601784757914037e-09,9.289119900473005e-08,-1.0175023197730012e-09,-1.5705439282119052e-08,-1.087360870198791e-08,2.0551690009487366e-09,8.773102970633848e-11,3.8931117317512535e-10,3.2132413291232626e-10,-4.399507639356872e-11,1.323114687001133e-08,1.1676731085361245e-08,2.5694307891156812e-11,1.047516271952549e-08,1.0840489507919513e-10,8.429933275253666e-11,b'Classical',b'',9.28489590312372,0.17256135571833814,8.230663414096414,0.0874124222806677,7.931121773411663,0.11184556571489461,7.906293461994691,0.2232537711100533,1.0542324890273032,0.2995416406847515,0.324369952101724
b'2015 QA34',64.75742656,0.00967718,0.45774237,0.00011684,24.80202281,9.755e-05,309.89791378,0.04099567,88.73255295,0.00058026,61025.65878042,6.88129286,35.11520871346162,0.012744134271175649,35.61300989,0.00048624,35.83008898,0.000373,23.82180466,0.05936503,10,17,34.81868,30.9407032087,15.9144818298,-8.5555496111,-0.4734143783,0.9619821051,0.6682503819,1.7202937236619927e-07,9.370408575828799e-08,-4.803449797072601e-08,-6.544388685737609e-08,-3.437865128559671e-08,1.9034729304264992e-08,5.109581892541709e-08,-2.6171246788263755e-08,-3.5468287216802906e-08,-1.865797866663826e-08,1.0326421824504264e-08,1.3458177865683e-08,1.814240840802621e-08,9.528731620666242e-09,-5.3095233778141155e-09,6.667283428571434e-08,3.683432505671721e-08,-1.7912142969261788e-08,2.0413430382108352e-08,-9.875824982294557e-09,4.8601541884987175e-09,b'Resonant candidate 19:6',b'',8.88807245278637,0.11475022462529387,8.29369711837271,0.10860201020140949,7.8537286029369735,0.13056326190416132,8.088182865028623,0.16892461852714755,0.594375334413654,0.43996851543573845,0.2055142533440897
b'2015 QB34',43.76299628,0.00302571,0.26914286,8.677e-05,18.95179586,4.243e-05,341.40594663,0.01429944,84.18567357,0.0002653,65737.58228561,1.84273558,31.98449849328323,0.005968690886714857,34.27840077,0.00033723,34.4712746,0.00028109,22.9911459,0.03652225,16,23,15.96583,31.2713548798,13.4510411886,-5.4259217822,-0.4942572364,0.882200037,0.6063485572,9.251624375022408e-08,4.126908795618375e-08,-1.6332642579062212e-08,-2.4602827856418956e-08,-1.0335166557209505e-08,4.695579652544986e-09,1.8422930351009788e-08,-7.286330522119195e-09,-1.1001663540709532e-08,-4.62949667993784e-09,2.098630816232626e-09,2.895117157315452e-09,4.329081606893599e-09,1.8175213666574304e-09,-8.315145269645308e-10,9.002984637160928e-09,4.022530692403084e-09,-1.5862807840101114e-09,1.8181237187731383e-09,-6.996023693350021e-10,2.8773712940312045e-10,b'Detached',b'',8.069698240014253,0.06155735304637176,7.562448204879447,0.05360307890808217,7.241141857061754,0.057948049071807076,7.095425785581389,0.07981945378191743,0.5072500351348049,0.3213063478176963,0.46702241929806365
b'2015 QC34',55.64049486,0.0091158,0.36650326,0.00018475,21.9090645,0.00014865,349.01883728,0.03171024,81.99987064,0.00057033,66550.48698211,4.44319611,35.24807219559974,0.01580721455565325,38.26616748,0.00067835,38.59663607,0.00052164,23.87501437,0.08445205,8,11,12.8086,33.0195129047,19.3550504521,-4.9793679888,-0.6192743793,0.7345826532,0.6440460912,3.289520630585973e-07,2.0198743685254513e-07,-4.954443224122016e-08,-3.0058070568949284e-08,-1.3370552896909439e-08,7.797357754108198e-09,1.2417297577162772e-07,-3.042975991176332e-08,-1.8675183156161263e-08,-8.413711645305523e-09,4.816426286911898e-09,7.571512258056756e-09,4.227493326488869e-09,1.8174725955511103e-09,-1.1830759330506695e-09,4.172615955237939e-08,2.7248403773913963e-08,-5.1405801118567545e-09,1.7954513897214942e-08,-3.2755978088056344e-09,7.118638389618999e-10,b'Detached',b'',8.438890780753402,0.14169254747012414,7.8772966159525435,0.10969611703046347,7.860514903894389,0.12270011499399028,8.268066510566841,0.43612021473580737,0.5615941648008607,0.01678171205815274,-0.3907698946142976
b'2015 QL34',55.3799797,0.00410818,0.38216547,8.822e-05,25.97599715,0.00011822,190.49494036,0.02267393,154.69575052,0.00030085,51158.67975965,3.34291316,34.21566394408714,0.007161169819287851,35.8107466,0.00063451,36.00289137,0.00052836,23.00245524,0.04274554,10,15,28.35827,32.7126538176,13.6465369035,-6.3136754416,-0.2668503455,1.1870100668,0.0439664546,3.2664228712251697e-07,1.4375327958623252e-07,-6.515144911355782e-08,-6.941294004387224e-08,-2.68067022542671e-08,1.3187517085959797e-08,6.332737034885949e-08,-2.867686222781523e-08,-3.083985496477125e-08,-1.1970953359273286e-08,5.866106095692898e-09,1.3037244938280678e-08,1.3854049146340265e-08,5.353307883818288e-09,-2.6535302345981473e-09,2.095843508292909e-08,8.864072737368985e-09,-4.090100172104402e-09,3.83092242397334e-09,-1.7404537002188981e-09,8.122036219208721e-10,b'Resonant 5:2',b'',8.274430789364624,0.1188768178246724,7.474974694876755,0.09827764011170394,7.096041183142644,0.09215189185491743,6.759688679001931,0.12531511970922976,0.7994560944878716,0.378933511734107,0.7152860158748199
b'2015 QV33',52.98165217,0.00678949,0.31307298,0.00012174,24.70598591,0.0001983,255.04914697,0.03802556,159.71116812,0.00047624,63509.80398566,6.85090581,36.39452838293625,0.010750730642531901,37.46411359,0.00071128,37.660175,0.0005813,24.21445054,0.09459453,7,8,14.91331,33.5780407422,16.3366596153,-4.8905535154,-0.625056404,0.9766286902,0.0932196497,4.026041377810134e-07,1.9442294990840665e-07,-6.198443250622167e-08,-2.7379595350622493e-08,-1.9904477705182966e-09,3.5605639912631922e-09,9.400910624811339e-08,-2.994052314523024e-08,-1.2191619800810475e-08,-4.120208837677397e-10,1.5585316885190875e-09,9.615491999713003e-09,4.1392995378619205e-09,2.6542680450865044e-10,-5.569819981244081e-10,3.389931695651681e-08,1.7964221934862818e-08,-5.285605390971069e-09,9.966413227493577e-09,-2.826514816822329e-09,8.531644897921827e-10,b'Resonant 7:3',b'',9.14047645822024,0.18786739435345948,8.388525333839647,0.11246483102821603,7.918631157382839,0.1401777482497692,7.960982749707798,0.2464174357972537,0.7519511243805966,0.46989417645680553,0.42754258413184826
b'2015 QW33',45.9133013,0.00587714,0.17317045,0.00045634,21.52764268,0.0002739,75.190001,0.13400879,77.42253714,0.00125447,94979.44687506,59.89502779,37.96247441934365,0.02520433381220722,50.5495517,0.00106485,50.70776229,0.00086947,24.17462024,0.08844888,8,9,15.6292,45.2630923022,21.3298226721,-8.2199936768,-0.3301337557,0.6061320882,0.4709282063,9.036362069566156e-07,4.235051416429431e-07,-1.6946907125221347e-07,2.870600049929616e-07,1.5186288672638845e-07,-4.5140431940249215e-08,1.9858947269820367e-07,-7.94127983058892e-08,1.3714478480405543e-07,7.23781013894974e-08,-2.1634860239518365e-08,3.184608325759801e-08,-5.2757188045267996e-08,-2.7971239871081883e-08,8.246219005166458e-09,2.604492461946013e-07,1.279337162285539e-07,-4.5516713856167014e-08,6.311067521042038e-08,-2.226985453080841e-08,8.056047763341799e-09,b'Classical',b'',8.61155916155118,0.40210132201311205,7.066999954965988,0.1490286506499829,6.6168086406918345,0.15140391659148364,6.6912878801466835,0.30217607157087323,1.5445592065851872,0.45019131427415815,0.3757120748193089
b'2015 QX33',40.53521107,0.0011919,0.09259434,6.598e-05,25.37303995,2.476e-05,237.94846341,0.03490557,96.02225953,0.00026815,47998.72472143,7.01098143,36.78187988261767,0.0036405496223165545,37.48407541,0.00017642,37.62824583,0.00013556,23.36337507,0.04123808,16,29,63.50906,32.4942982598,15.8790143781,-10.385680866,-0.2317197962,0.9255241742,0.4643142222,2.3052942890026566e-08,1.133029330973697e-08,-7.609176181421243e-09,1.49634503265175e-09,1.409436160046082e-09,-2.096540307634328e-10,5.5807510486019826e-09,-3.741293076360502e-09,7.761782270593018e-10,7.104907144608914e-10,-1.1486524023476765e-10,2.5220888913153927e-09,-4.865558349111585e-10,-4.6061671534236525e-10,6.289635476541926e-11,5.065749428837944e-09,2.8086479834428563e-09,-1.5265812616817456e-09,1.577863271760469e-09,-8.409425957285533e-10,4.675681200393724e-10,b'Classical',b'',8.070114628860766,0.07628501967739294,7.5801716512426704,0.05285391801788174,7.4343273660237355,0.06684941960202342,7.189038518746825,0.09945672137934058,0.48994297761809374,0.14584428521893722,0.3911331324958468
b'2015 QY33',42.92375078,0.00257168,0.03580729,0.000252,32.67635148,0.00026709,125.32050076,0.18404304,138.12042601,0.00075461,26771.196823,59.1614461,41.386767505829866,0.012067575602147378,43.42903635,0.00052684,43.4321062,0.00041526,23.93551475,0.07347743,7,10,16.061,38.1851170599,13.9635870114,-15.2729473851,-0.2672062931,0.9072166892,0.0702378344,2.1356308774392155e-07,7.710286126853135e-08,-8.789509908791098e-08,4.493995541712183e-10,6.539669573129702e-09,-5.714254673582434e-10,2.790371119273388e-08,-3.174062645446331e-08,1.083769969423497e-09,2.7032763684069858e-09,-5.843133894139512e-10,3.622759400788097e-08,-2.543189578185394e-10,-2.716840872776775e-09,2.492011150766045e-10,5.227053078797591e-08,2.0184990546162628e-08,-2.1523201660320566e-08,8.051724835388163e-09,-8.332156515475426e-09,8.931978338773118e-09,b'Classical',b'',8.198708005603718,0.14895582993519085,7.451444984835602,0.13610735498154092,7.519220176579994,0.12844209477064447,7.00639054415514,0.14934551228814633,0.7472630207681155,-0.06777519174438884,0.4450544406804608
b'2015 QZ33',54.98038246,0.01550182,0.32253174,0.00035354,29.03911833,1.446e-05,193.86798592,0.01112438,101.74920808,0.00075938,39260.53902888,3.5936776,37.24746427164072,0.029878768957998323,46.01215122,0.00046626,46.06928096,0.00034833,23.7196619,0.06799267,12,16,34.98893,39.1813729586,17.4721801642,-16.7905205871,0.0240566253,0.9584229998,0.2792334797,1.5596470820147135e-07,6.99604701995054e-08,-6.845763136226113e-08,1.8765567450911523e-08,1.2208594757205e-08,-7.0987311307827455e-09,3.143875252619695e-08,-3.071293958914795e-08,9.26647019518756e-09,5.8690570288387036e-09,-3.545179497441581e-09,3.009479758741831e-08,-8.046373108300208e-09,-5.26527029176573e-09,3.020000189699878e-09,7.059915885928753e-08,3.4216669931101614e-08,-3.009027989061736e-08,1.6688197984739094e-08,-1.4571764573295937e-08,1.2869441792470196e-08,b'Detached',b'',7.687326094160698,0.09954822661756499,7.012200936915567,0.0757351310848837,6.846328649825152,0.08569519222111782,6.828839137285987,0.2058457251304554,0.6751251572451293,0.16587228709041643,0.1833617996295821
b'2015 RB280',43.80249528,0.00464055,0.07331843,0.00032268,2.17034477,0.0003897,112.46635428,0.15497953,201.66493123,0.00224749,42868.39322372,34.9963235,40.590965105100246,0.01776847710781057,41.86414445,0.00085194,41.85823533,0.00082417,23.98430941,0.11041914,7,8,13.08788,41.181926611,6.74538781,3.2650464929,-0.1198829453,0.9183634711,0.3585111237,7.011649052331752e-07,1.1932570365953156e-07,5.740457101128764e-08,1.9249413782552852e-07,4.274673546433606e-08,1.970560299033596e-08,2.0473819134469624e-08,9.797340374176043e-09,3.492805510440459e-08,7.582318125695345e-09,3.494783334040011e-09,4.807077133372128e-09,1.6614312604757982e-08,3.6094334387085796e-09,1.6984704044407476e-09,1.2211455635846602e-07,2.0581150563996698e-08,9.901652282454788e-09,3.784300131234665e-09,1.77545659907634e-09,8.929906547679852e-10,b'Classical',b'',8.491225967090726,0.3058464016151718,7.440276541023879,0.12402355639095419,7.3225487116166565,0.11080087350907937,7.524912881932524,0.2741380980724084,1.0509494260668457,0.11772782940722207,-0.08463634090864383
b'2015 RG277',42.9598141,0.00291349,0.01426403,0.00013455,12.08909088,0.00016346,216.39029903,0.3516949,194.45185401,0.00012776,69894.88081709,96.26841036,42.34703404769997,0.008306095753032827,42.59746029,0.00063503,42.5218316,0.00062812,23.25811296,0.05300748,9,16,39.71829,42.2623068305,3.6008673735,3.0062165501,-0.1037475665,0.9445043843,0.1904295779,3.9937352070490566e-07,2.871104827014684e-08,2.7060286691065522e-08,-5.95573522261751e-08,5.303587042594797e-09,-2.003017629530263e-09,2.1191729768259734e-09,1.9535950841107187e-09,-3.6088998051139893e-09,4.331007938068654e-10,-9.787922092673127e-11,1.8540793919205637e-09,-3.886420744940313e-09,3.7014800275346045e-10,-1.2223604724203368e-10,2.1330648704308125e-08,1.0633507322914896e-10,1.151163917250293e-09,1.4296228762225403e-10,3.4907251747327474e-11,7.628831535118597e-11,b'Classical',b'',7.828763694611071,0.11136940443727769,6.928263868137458,0.05975731665827581,6.6427517122476605,0.09453653201099135,6.535259033390092,0.10086252963664619,0.9004998264736117,0.2855121558897972,0.39300483474736375
b'2015 RN278',34.84515533,0.00510993,0.04670081,0.00018291,7.12155655,0.00025025,57.52921328,0.10429185,197.67303432,0.00046105,35174.89564167,18.01094627,33.217858416505344,0.004579172709170144,35.44286695,0.00140089,35.37607552,0.00138342,23.95420661,0.08903136,7,9,13.62557,35.1147884581,3.5326473349,2.4369557523,-0.0748905625,1.003251823,0.2971035738,1.9422691467246957e-06,1.6047116065321413e-07,1.2182392987810826e-07,-1.472000846787025e-07,4.123902460715099e-08,5.5662984727597795e-09,1.3376179075529467e-08,1.0081401115181585e-08,-1.1099542582956048e-08,3.4954685468194985e-09,5.213294102899817e-10,7.708598183323181e-09,-8.927246010919623e-09,2.6059577163560053e-09,3.883649106521301e-10,3.181282929406732e-08,-1.8337848930398893e-09,7.682831576125046e-10,9.781673067276397e-10,1.9276120634981807e-10,1.062208146908387e-10,b'Resonant 5:4',b'',9.102058733750487,0.18487060098165917,8.444740089410326,0.10329919909299692,8.23989378795101,0.1306977592496595,8.169222194428253,0.2270281219179378,0.6573186443401595,0.20484630145931945,0.27551789498207196
b'2015 RT245',44.38641816,0.001282,0.08423641,5.381e-05,0.95778629,7.242e-05,343.348424,0.03590209,330.38440819,0.00299541,43916.01555862,8.2823761,40.647465505991576,0.0029360279708246432,41.9909009,0.00026738,41.9113986,0.00026474,23.0989729,0.03778909,15,27,68.16406,41.6793138318,3.8613951875,2.1189049244,-0.041582006,0.9090254997,0.4095285053,7.086635358175249e-08,5.8093727983547856e-09,3.2887467782428417e-09,-2.9808390356121304e-09,1.4939209794140798e-09,6.438763661046067e-10,4.988705386280716e-10,2.7658620513376004e-10,1.884559432323406e-11,1.412266281610551e-10,6.296414698986536e-11,1.629884298186599e-10,-1.9797959304623103e-11,7.701276185128981e-11,3.619109507459289e-11,4.6240203750074455e-09,2.279376421632509e-10,1.4656839516537088e-10,5.264058413236415e-11,2.4812463848325746e-11,1.490682272288286e-11,b'Classical',b'',7.784677565694837,0.09470438420418174,6.839280047620884,0.05711169951903714,6.493310352975721,0.058415394927790174,6.306386651884269,0.07451100451128045,0.9453975180739548,0.3459696946451641,0.5328933957366115
b'2015 RX345',41.77811538,0.0031765,0.04602814,0.00020669,15.18491541,0.00017782,46.90863807,0.09045157,77.59509044,0.00087743,83735.51979518,27.75844561,39.85514642714509,0.01075999900329411,41.8089087,0.00084412,42.07344272,0.00069329,24.06779375,0.10405483,9,10,30.60865,37.5398806489,18.9329502607,-1.5733204742,-0.3982173789,0.7324766416,0.4876519382,5.669059168673339e-07,2.864078440620529e-07,-2.739886472994535e-08,-9.106778544445058e-08,-3.802974169200416e-08,8.749560557370813e-09,1.4484331595980138e-07,-1.3834056956862531e-08,-4.5381638594583293e-08,-1.8911386631617653e-08,4.407013057466118e-09,1.4318892879447716e-09,4.7425551132629125e-09,2.027266174499892e-09,-4.664901268979696e-10,3.456498585697818e-08,1.7111360821247616e-08,-1.8614862703422661e-09,8.65149358581904e-09,-8.390282932340578e-10,1.6789744211002507e-10,b'Resonant 7:4',b'',8.535014410674885,0.20296161426606352,7.6926055123358115,0.2038200807143016,7.249385440250434,0.2484461549647167,7.026136568750358,0.17455831905517952,0.8424088983390707,0.4432200720853859,0.6664689435854595
b'2015 RY345',40.22023921,0.00184491,0.06169508,6.606e-05,35.37456035,6.105e-05,81.55144147,0.14154887,91.0568013,0.00053429,98550.04134432,41.31903731,37.738848239643715,0.0024430739210069743,42.50091586,0.00051551,42.55703595,0.0003543,23.83729059,0.06020443,13,13,30.15649,34.0250098482,17.0410771162,-19.0526036199,-0.1655843939,0.7970588004,0.46063051,1.683957813767746e-07,8.343892403496234e-08,-9.716088881621074e-08,-1.135955349012185e-08,-1.5178470536451264e-09,8.033785594460784e-09,4.1404050748268496e-08,-4.815642651616311e-08,-5.536734083958037e-09,-7.2790690994397e-10,3.936064170032513e-09,5.612420582693818e-08,6.526658670647034e-09,8.665448037424525e-10,-4.648591887916405e-09,1.6245834412330552e-08,8.657574957623219e-09,-9.07665117231724e-09,4.773512884159035e-09,-4.796660844635172e-09,5.121370599147381e-09,b'Classical',b'',7.975427912247211,0.09749139189378356,7.521602734721016,0.08239865769872448,7.4135755708391695,0.0979840386073716,7.526408158086317,0.29663177578108824,0.453825177526194,0.1080271638818472,-0.0048054233653018275
